,cand_id,cand_name,cand_pty_affliation,result,degreecentrality
910,H2NJ071762012,"BREEN, DENNIS A.                                                                                                                                                                                        ",OTH,0,
911,H2NJ082082012,"KARCZEWSKI, MARIA                                                                                                                                                                                       ",REP,0,
912,H2NJ091072012,"BOTEACH, SHMULEY                                                                                                                                                                                        ",REP,0,0.00039320697618858006
913,H2NJ091232012,"SMITH, E DAVID                                                                                                                                                                                          ",UNK,0,4.977303496057977e-06
914,H2NJ101542014,"PAYNE, DONALD M., JR.                                                                                                                                                                                   ",DEM,1,6.470494544875368e-05
915,H2NJ101542012,"PAYNE, DONALD M., JR.                                                                                                                                                                                   ",DEM,1,0.00011945528390539141
916,H2NJ101882012,"KELEMEN, BRIAN C                                                                                                                                                                                        ",REP,0,
917,H2NJ111112012,"ARVANITES, JOHN                                                                                                                                                                                         ",DEM,0,0.00031854742374771045
918,H2NJ111292012,"BERLIN, BARRY                                                                                                                                                                                           ",OTH,0,
919,H2NJ121192012,"BECK, ERIC                                                                                                                                                                                              ",REP,0,0.00019909213984231904
920,H2NJ130832012,"FLYNN, LEN                                                                                                                                                                                              ",LIB,0,
921,H2NM011282012,"ARNOLD-JONES, JANICE E                                                                                                                                                                                  ",REP,0,0.0012791669984868995
922,H2NM021262014,"PEARCE, STEVAN E.                                                                                                                                                                                       ",REP,1,0.0021750816277773355
923,H2NM021262012,"PEARCE, STEVE                                                                                                                                                                                           ",REP,1,0.0017868519550848132
924,H2NM021752012,"ERHARD, EVELYN MADRID                                                                                                                                                                                   ",DEM,0,0.00011447798040933345
925,H2NM031572014,"BYRD, JEFFERSON LEE                                                                                                                                                                                     ",REP,0,0.00032352472724376835
926,H2NM031572012,"BYRD, JEFFERSON LEE                                                                                                                                                                                     ",REP,0,0.0002687743887871307
927,H2NV000352012,"OCEGUERA, JOHN                                                                                                                                                                                          ",DEM,0,0.0017968065620769292
928,H2NV012072012,"EDWARDS, CHRISTOPHER                                                                                                                                                                                    ",REP,0,0.00010452337341721748
929,H2NV012312012,"POJUNIS, WILLIAM G                                                                                                                                                                                      ",LIB,0,
930,H2NV022052014,"HANSEN, JANINE                                                                                                                                                                                          ",IAP,0,
931,H2NV023952014,"AMODEI, MARK EUGENE                                                                                                                                                                                     ",REP,1,0.0005723899020466673
932,H2NV023952012,"AMODEI, MARK EUGENE                                                                                                                                                                                     ",REP,1,0.0013986222823922912
933,H2NV024522012,"HAINES, MICHAEL L                                                                                                                                                                                       ",IND,0,
934,H2NV024782012,"KOEPNICK, SAMUEL                                                                                                                                                                                        ",DEM,0,
935,H2NV031382012,"MURPHY, JAMES THOMAS SR                                                                                                                                                                                 ",IND,0,
936,H2NV040112014,"HORSFORD, STEVEN ALEXZANDER                                                                                                                                                                             ",DEM,1,0.0009058692362825516
937,H2NV040112012,"HORSFORD, STEVEN ALEXZANDER                                                                                                                                                                             ",DEM,1,0.0015529186907700884
938,H2NV040112014,"HORSFORD, STEVEN ALEXZANDER                                                                                                                                                                             ",DEM,0,0.0009058692362825516
939,H2NV040112012,"HORSFORD, STEVEN ALEXZANDER                                                                                                                                                                             ",DEM,0,0.0015529186907700884
940,H2NV040452012,"TARKANIAN, DANNY                                                                                                                                                                                        ",REP,0,0.0015379867802819145
941,H2NY000102014,"VELAZQUEZ, NYDIA                                                                                                                                                                                        ",DEM,1,0.00011945528390539141
942,H2NY000102012,"VELAZQUEZ, NYDIA M.                                                                                                                                                                                     ",DEM,1,7.465955244086964e-05
943,H2NY000362012,"HOCHUL, KATHLEEN COURTNEY                                                                                                                                                                               ",DEM,0,0.0030311778290993074
944,H2NY000512012,"SCHREIBMAN, JULIAN D                                                                                                                                                                                    ",DEM,0,0.0023492872501393648
945,H2NY010672014,"BISHOP, TIMOTHY                                                                                                                                                                                         ",DEM,1,0.0018615115075256829
946,H2NY010672012,"BISHOP, TIMOTHY                                                                                                                                                                                         ",DEM,1,0.002254718483714263
947,H2NY010672014,"BISHOP, TIMOTHY                                                                                                                                                                                         ",DEM,0,0.0018615115075256829
948,H2NY010672012,"BISHOP, TIMOTHY                                                                                                                                                                                         ",DEM,0,0.002254718483714263
949,H2NY020812012,"FALCONE, VIVIANNE C                                                                                                                                                                                     ",DEM,0,2.488651748028988e-05
950,H2NY030892014,"KING, PETER T. HON.                                                                                                                                                                                     ",REP,1,0.0005624352950545511
951,H2NY030892012,"KING, PETER T. HON.                                                                                                                                                                                     ",REP,1,0.0006868678824560006
952,H2NY031212012,"MCDERMOTT, MICHAEL                                                                                                                                                                                      ",LIB,0,
953,H2NY050842012,"JENNINGS, ALLAN W JR                                                                                                                                                                                    ",DEM,0,
954,H2NY051002012,"WARK, CATHERINE                                                                                                                                                                                         ",LIB,0,
955,H2NY061162014,"MENG, GRACE                                                                                                                                                                                             ",DEM,1,0.0006520267579835947
956,H2NY061162012,"MENG, GRACE                                                                                                                                                                                             ",DEM,1,0.002284582304690611
957,H2NY061572012,"HALLORAN, DANIEL JAMES III                                                                                                                                                                              ",REP,0,0.00026379708529107273
958,H2NY070562012,"MURRAY, JAMES                                                                                                                                                                                           ",CRV,0,
959,H2NY081202014,"BELLONE, ALAN S                                                                                                                                                                                         ",CRV,0,
960,H2NY081202012,"BELLONE, ALAN S                                                                                                                                                                                         ",REP,0,
961,H2NY081382012,"BEAVAN, COLIN                                                                                                                                                                                           ",GRE,0,1.4931910488173926e-05
962,H2NY091102014,"CAVANAGH, DANIEL J                                                                                                                                                                                      ",CRV,0,
963,H2NY091102012,"CAVANAGH, DANIEL J                                                                                                                                                                                      ",REP,0,
964,H2NY091282012,"MORGAN, VIVIA M                                                                                                                                                                                         ",GRE,0,
965,H2NY100922014,"JEFFRIES, HAKEEM                                                                                                                                                                                        ",DEM,1,0.0005425260810703193
966,H2NY100922012,"JEFFRIES, HAKEEM                                                                                                                                                                                        ",DEM,1,0.0001891375328502031
967,H2NY101002014,"CHAN, MICHAEL W                                                                                                                                                                                         ",REP,0,
968,H2NY101002012,"CHAN, MICHAEL W                                                                                                                                                                                         ",REP,0,
969,H2NY121552012,"WIGHT, CHRISTOPHER ROBIN                                                                                                                                                                                ",REP,0,2.488651748028988e-05
970,H2NY130622012,"BARDEL, HENRY J.                                                                                                                                                                                        ",GRE,0,
971,H2NY130622014,"BARDEL, HENRY J.                                                                                                                                                                                        ",GRE,0,
972,H2NY131042012,"LIATOS, DEBORAH O.                                                                                                                                                                                      ",SWP,0,
973,H2NY140372014,"MALONEY, CAROLYN B.                                                                                                                                                                                     ",DEM,1,0.0004678665286294497
974,H2NY140372012,"MALONEY, CAROLYN B                                                                                                                                                                                      ",DEM,1,0.000821255076849566
975,H2NY160572012,"MCLAUGHLIN, JOSEPH                                                                                                                                                                                      ",REP,0,9.954606992115953e-06
976,H2NY170712012,"NADLER, JERROLD L. MR.                                                                                                                                                                                  ",DEM,1,0.0005773672055427253
977,H2NY170712014,"NADLER, JERROLD L. MR.                                                                                                                                                                                  ",DEM,1,0.0007814366488811022
978,H2NY171392012,"CARVIN, JOSEPH                                                                                                                                                                                          ",REP,0,0.0005375487775742614
979,H2NY171472012,"MORGANTHALER, FRANCIS E                                                                                                                                                                                 ",OTH,0,
980,H2NY210992012,"DIETERICH, ROBERT J                                                                                                                                                                                     ",REP,0,0.0003782750657004062
981,H2NY211072012,"HASSIG, DONALD L                                                                                                                                                                                        ",GRE,0,
982,H2NY221132012,"SHINAGAWA, NATHAN                                                                                                                                                                                       ",OTH,0,0.0017121924026439438
983,H2NY221392012,"MALONEY, SEAN PATRICK                                                                                                                                                                                   ",DEM,1,0.003757864139523772
984,H2NY221392014,"MALONEY, SEAN PATRICK                                                                                                                                                                                   ",DEM,1,0.0033795890738233646
985,H2NY221472012,"LAMB, DAN                                                                                                                                                                                               ",DEM,0,0.0006669586684717688
986,H2NY241192012,"ROZUM, URSULA                                                                                                                                                                                           ",GRE,0,3.4841124472405826e-05
987,H2NY250742012,"BROOKS, MAGGIE                                                                                                                                                                                          ",REP,0,0.002035717129887712
988,H2NY261712012,"MADIGAN, MICHAEL H                                                                                                                                                                                      ",IND,0,5.475033845663773e-05
989,H2OH010202012,"BERNS, JIM                                                                                                                                                                                              ",LIB,0,
990,H2OH020772012,"CONDIT, JR., JIM                                                                                                                                                                                        ",UNK,0,
991,H2OH020852012,"WENSTRUP, BRAD                                                                                                                                                                                          ",REP,1,0.0016873058851636538
992,H2OH020852014,"WENSTRUP, BRAD R DR.                                                                                                                                                                                    ",REP,1,0.0010900294656366967
993,H2OH020932014,"KUNDRATA, FREDERICK LOUIS III                                                                                                                                                                           ",DEM,0,8.959146292904356e-05
994,H2OH020932012,"KUNDRATA, FREDERICK L III                                                                                                                                                                               ",REP,0,
995,H2OH030672014,"TURNER, MICHAEL R REP                                                                                                                                                                                   ",REP,1,0.0006868678824560006
996,H2OH030672012,"TURNER, MICHAEL R                                                                                                                                                                                       ",REP,1,0.0011049613761248706
997,H2OH031252014,"BEATTY, JOYCE                                                                                                                                                                                           ",DEM,1,0.0003882296726925221
998,H2OH031252012,"BEATTY, JOYCE                                                                                                                                                                                           ",DEM,1,0.0008461415943298559
999,H2OH031412012,"LONG, CHRIS                                                                                                                                                                                             ",REP,0,5.9727641952695706e-05
1000,H2OH031582012,"EHRBAR, RICHARD                                                                                                                                                                                         ",LIB,0,
1001,H2OH041312012,"SLONE, JAMES M                                                                                                                                                                                          ",DEM,0,2.9863820976347853e-05
1002,H2OH041492012,"KALLA, CHRIS                                                                                                                                                                                            ",LIB,0,
1003,H2OH050212012,"ZIMMANN, ANGELA KAY                                                                                                                                                                                     ",DEM,0,0.001667396671179422
1004,H2OH050392012,"EBERLY, ERIC                                                                                                                                                                                            ",LIB,0,
1005,H2OH050392014,"EBERLY, ERIC                                                                                                                                                                                            ",LIB,0,
1006,H2OH071422014,"APPLEGATE, RALPH A.                                                                                                                                                                                     ",UNK,0,
1007,H2OH071672012,"HEALY-ABRAMS, JOYCE                                                                                                                                                                                     ",DEM,0,0.0011845982320617982
1008,H2OH090312014,"KAPTUR, MARCY C HON.                                                                                                                                                                                    ",DEM,1,0.0003085928167555945
1009,H2OH090312012,"KAPTUR, MARCY C HON.                                                                                                                                                                                    ",DEM,1,0.0005524806880624353
1010,H2OH091142012,"WURZELBACHER, SAMUEL JOSEPH                                                                                                                                                                             ",REP,0,0.00047284383212550774
1011,H2OH091482012,"STIPE, SEAN P                                                                                                                                                                                           ",LIB,0,
1012,H2OH121002012,"REESE, JAMES                                                                                                                                                                                            ",DEM,0,3.981842796846381e-05
1013,H2OH131992012,"AGANA, MARISHA GUZMAN                                                                                                                                                                                   ",REP,0,9.954606992115952e-05
1014,H2OH140642014,"JOYCE, DAVID P                                                                                                                                                                                          ",REP,1,0.0012841443019829578
1015,H2OH140642012,"JOYCE, DAVID P                                                                                                                                                                                          ",REP,1,0.0014832364418252769
1016,H2OH150872012,"LANG, PATRICK                                                                                                                                                                                           ",DEM,0,0.0001891375328502031
1017,H2OH150952012,"WHARTON, RICHARD SCOTT                                                                                                                                                                                  ",DEM,0,
1018,H2OH150952014,"WHARTON, RICHARD SCOTT                                                                                                                                                                                  ",DEM,0,0.00014434180138568132
1019,H2OH171092014,"RYAN, TIMOTHY J.                                                                                                                                                                                        ",DEM,1,0.000602253723023015
1020,H2OH171092012,"RYAN, TIMOTHY                                                                                                                                                                                           ",DEM,1,0.0005972764195269571
1021,H2OK011432012,"BRIDENSTINE, JAMES FREDERICK                                                                                                                                                                            ",REP,1,0.000821255076849566
1022,H2OK011432014,"BRIDENSTINE, JAMES FREDERICK                                                                                                                                                                            ",REP,1,0.00015429640837779724
1023,H2OK011502012,"OLSON, JOHN RICHARD                                                                                                                                                                                     ",DEM,0,0.0007764593453850442
1024,H2OK020832012,"MULLIN, MARKWAYNE                                                                                                                                                                                       ",REP,1,0.0005972764195269571
1025,H2OK020832014,"MULLIN, MARKWAYNE MR.                                                                                                                                                                                   ",REP,1,0.000826232380345624
1026,H2OK021582012,"WALLACE, ROB                                                                                                                                                                                            ",DEM,0,0.0011547344110854505
1027,H2OK021662012,"EVERETT, EARL EARL                                                                                                                                                                                      ",DEM,0,
1028,H2OK021662014,"EVERETT, EARL EARL                                                                                                                                                                                      ",DEM,0,
1029,H2OK021742012,"FULKS, MICHAEL G                                                                                                                                                                                        ",IND,0,
1030,H2OK030812012,"MURRAY, TIMOTHY RAY                                                                                                                                                                                     ",DEM,0,
1031,H2OK030812014,"MURRAY, TIMOTHY RAY                                                                                                                                                                                     ",DEM,0,
1032,H2OK031072012,"SANDERS, WILLIAM M                                                                                                                                                                                      ",IND,0,
1033,H2OK040552014,"COLE, TOM                                                                                                                                                                                               ",REP,1,0.0006570040614796527
1034,H2OK040552012,"COLE, TOM JEFFERY                                                                                                                                                                                       ",REP,1,0.0005922991160308991
1035,H2OK041392012,"BEBO, DONNA MARIE                                                                                                                                                                                       ",DEM,0,3.4841124472405826e-05
1036,H2OK051442012,"MARTIN, PAT                                                                                                                                                                                             ",IND,0,
1037,H2OR011332012,"BONAMICI, SUZANNE                                                                                                                                                                                       ",DEM,1,0.0014832364418252769
1038,H2OR011332014,"BONAMICI, SUZANNE MS.                                                                                                                                                                                   ",DEM,1,0.0004479573146452178
1039,H2OR011902012,"MORGAN, DELINDA                                                                                                                                                                                         ",REP,0,2.488651748028988e-05
1040,H2OR011902014,"MORGAN, DELINDA                                                                                                                                                                                         ",REP,0,
1041,H2OR012162012,"REYNOLDS, STEVEN CODY                                                                                                                                                                                   ",OTH,0,
1042,H2OR012162014,"REYNOLDS, STEVEN CODY                                                                                                                                                                                   ",LIB,0,
1043,H2OR012242014,"FOSTER, JAMES                                                                                                                                                                                           ",LIB,0,
1044,H2OR012242012,"FOSTER, JAMES                                                                                                                                                                                           ",LIB,0,
1045,H2OR030972012,"BROADNAX, WOODROW V JR                                                                                                                                                                                  ",GRE,0,
1046,H2OR040792012,"HUNTTING, CHARLES L CHUCK                                                                                                                                                                               ",LIB,0,
1047,H2OR040792012,"HUNTTING, CHARLES L ""CHUCK""                                                                                                                                                                             ",LIB,0,
1048,H2PA020552012,"FATTAH, CHAKA MR.                                                                                                                                                                                       ",DEM,1,0.0002687743887871307
1049,H2PA020552014,"FATTAH, CHAKA MR.                                                                                                                                                                                       ",DEM,1,0.0001393644978896233
1050,H2PA021392012,"MANSFIELD, ROBERT ALLEN                                                                                                                                                                                 ",REP,0,
1051,H2PA021472012,"FOSTER, JAMES                                                                                                                                                                                           ",IND,0,
1052,H2PA031112012,"EATON, MELISSA ANN                                                                                                                                                                                      ",DEM,0,0.0005226168670860874
1053,H2PA041352014,"PERRY, SCOTT                                                                                                                                                                                            ",REP,1,0.0003683204587082902
1054,H2PA041352012,"PERRY, SCOTT                                                                                                                                                                                            ",REP,1,0.00031854742374771045
1055,H2PA041432012,"PERKINSON, HARRY EBIFF JR                                                                                                                                                                               ",DEM,0,0.00014931910488173928
1056,H2PA050582012,"DUMAS, CHARLES                                                                                                                                                                                          ",DEM,0,3.981842796846381e-05
1057,H2PA061142012,"GERLACH, JIM                                                                                                                                                                                            ",REP,1,0.0012741896949908418
1058,H2PA061142014,"GERLACH, JIM                                                                                                                                                                                            ",REP,1,9.954606992115952e-05
1059,H2PA070702012,"BADEY, GEORGE J III                                                                                                                                                                                     ",DEM,0,0.0008411642908337981
1060,H2PA081022012,"BOOCKVAR, KATHRYN                                                                                                                                                                                       ",DEM,0,0.003449271322768177
1061,H2PA090352012,"SHUSTER, WILLIAM MR.                                                                                                                                                                                    ",REP,1,0.0008809827188022617
1062,H2PA090352014,"SHUSTER, WILLIAM MR.                                                                                                                                                                                    ",REP,1,0.0009606195747391893
1063,H2PA090432014,"HARTZOK, ALANNA                                                                                                                                                                                         ",DEM,0,5.9727641952695706e-05
1064,H2PA090842012,"RAMSBURG, KAREN                                                                                                                                                                                         ",DEM,0,3.4841124472405826e-05
1065,H2PA100902012,"SCOLLO, PHILIP                                                                                                                                                                                          ",DEM,0,0.0006122083300151309
1066,H2PA110982014,"BARLETTA, LOU                                                                                                                                                                                           ",REP,1,0.0008660508083140878
1067,H2PA110982012,"BARLETTA, LOU                                                                                                                                                                                           ",REP,1,0.0011348251971012185
1068,H2PA131102012,"ROONEY, JOSEPH JAMES                                                                                                                                                                                    ",REP,0,0.0003334793342358844
1069,H2PA140842012,"LESSMANN, HANS F                                                                                                                                                                                        ",OTH,0,8.46141594329856e-05
1070,H2PA150992012,"DAUGHERTY, RICHARD D                                                                                                                                                                                    ",DEM,0,4.977303496057976e-05
1071,H2PA160632012,"STRADER, ARYANNA                                                                                                                                                                                        ",DEM,0,9.954606992115952e-05
1072,H2PA170792012,"CARTWRIGHT, MATTHEW A                                                                                                                                                                                   ",DEM,1,0.0017619654376045235
1073,H2PA170792014,"CARTWRIGHT, MATT MR                                                                                                                                                                                     ",DEM,1,0.0013936449788962333
1074,H2PA170872012,"CUMMINGS, LAUREEN A.                                                                                                                                                                                    ",REP,0,6.470494544875368e-05
1075,H2PA181432012,"MURPHY, TIM                                                                                                                                                                                             ",REP,1,0.0014633272278410448
1076,H2PA181432014,"MURPHY, TIMOTHY                                                                                                                                                                                         ",REP,1,0.000826232380345624
1077,H2PA181502012,"MAGGI, LAWRENCE OWEN                                                                                                                                                                                    ",DEM,0,0.001214462053038146
1078,H2RI011782012,"DOHERTY, BRENDAN P.                                                                                                                                                                                     ",REP,0,0.0009208011467707256
1079,H2RI011942012,"VOGEL, DAVID S.                                                                                                                                                                                         ",IND,0,
1080,H2RI021352012,"RILEY, MICHAEL G. MR.                                                                                                                                                                                   ",REP,0,0.00012940989089750736
1081,H2RI021432012,"COLLINS, ABEL GIFFORD                                                                                                                                                                                   ",IND,0,
1082,H2SC010692012,"ROSE, BOBBIE                                                                                                                                                                                            ",DEM,0,0.00016922831886597117
1083,H2SC020422012,"CLYBURN, JAMES E                                                                                                                                                                                        ",DEM,1,0.00041809349366887
1084,H2SC020422014,"CLYBURN, JAMES E.                                                                                                                                                                                       ",DEM,1,0.00024886517480289885
1085,H2SC020592012,"WILSON, ADDISON (JOE) GRAVES                                                                                                                                                                            ",REP,1,0.0005823445090387832
1086,H2SC020592014,"WILSON, JOE THE HON.                                                                                                                                                                                    ",REP,1,0.0003135701202516525
1087,H2SC041052012,"MORROW, DEB                                                                                                                                                                                             ",DEM,0,9.954606992115953e-06
1088,H2SC041132012,"SUMEREL, JEFF                                                                                                                                                                                           ",GRE,0,
1089,H2SC050862012,"KNOTT, JOYCE                                                                                                                                                                                            ",DEM,0,4.479573146452178e-05
1090,H2SC070662012,"RICE, TOM                                                                                                                                                                                               ",REP,1,0.0015678506012582626
1091,H2SC070662014,"RICE, TOM                                                                                                                                                                                               ",REP,1,0.0004330254041570439
1092,H2SC071082012,"TINUBU, GLORIA BROMELL                                                                                                                                                                                  ",DEM,0,0.00037329776220434817
1093,H2SC071082014,"TINUBU, GLORIA BROMELL                                                                                                                                                                                  ",DEM,0,0.0005226168670860874
1094,H2SD001342012,"VARILEK, MATT                                                                                                                                                                                           ",DEM,0,0.002249741180218205
